TSS_ID	Gene_ID	Gene_Name	Strand	RE_Locus	Distance	Histone	Correlation_Sign	Score	TSS_Score
ENST00000336648	ENSG00000159267	HLCS	-	chr21:38255994-38256567	105968	H3k27ac	+	5.299e-01	1.000e+00
ENST00000427839	ENSG00000173638	SLC19A1	-	chr21:46739402-46739942	221809	H3k27ac	+	5.304e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44839298-44839838	-493543	H3k27ac	-	5.314e-01	1.000e+00
ENST00000330714	ENSG00000183486	MX2	+	chr21:43098486-43098869	364616	H3k27ac	-	5.324e-01	1.000e+00
ENST00000424093	ENSG00000184012	TMPRSS2	-	chr21:43097873-43098173	-217855	H3k27ac	-	5.327e-01	1.000e+00
ENST00000398585	ENSG00000184012	TMPRSS2	-	chr21:43097873-43098173	-217882	H3k27ac	-	5.337e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44760572-44761004	-414817	H3k27ac	-	5.350e-01	1.000e+00
ENST00000482318	ENSG00000159216	RUNX1	-	chr21:36208424-36208675	212909	H3k27ac	-	5.361e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40225250-40225790	47375	H3k27ac	+	5.380e-01	1.000e+00
ENST00000399103	ENSG00000185808	PIGP	-	chr21:38282895-38283232	162078	H3k27ac	+	5.382e-01	1.000e+00
ENST00000462214	ENSG00000197381	ADARB1	+	chr21:46847510-46848050	353742	H3k27ac	-	5.383e-01	1.000e+00
ENST00000342449	ENSG00000185658	BRWD1	-	chr21:40466935-40467475	218020	H3k27ac	-	5.385e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46470639-46471179	-236798	H3k27ac	+	5.395e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46470869-46471409	-236568	H3k27ac	+	5.395e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44761225-44761652	434673	H3k27ac	-	5.398e-01	1.000e+00
ENST00000463138	ENSG00000184012	TMPRSS2	-	chr21:43050503-43050859	-170463	H3k27ac	-	5.407e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46470639-46471179	-236788	H3k27ac	+	5.410e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46470869-46471409	-236558	H3k27ac	+	5.410e-01	1.000e+00
ENST00000399245	ENSG00000159216	RUNX1	-	chr21:36208424-36208675	212919	H3k27ac	-	5.437e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44917911-44918451	277874	H3k27ac	+	5.446e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44630088-44630628	-284333	H3k27ac	+	5.447e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44914526-44914700	-418586	H3k27ac	+	5.451e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45010042-45010582	-274485	H3k27ac	+	5.452e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45011427-45011967	-273100	H3k27ac	+	5.452e-01	1.000e+00
ENST00000398585	ENSG00000184012	TMPRSS2	-	chr21:43104409-43104949	-224418	H3k27ac	-	5.476e-01	1.000e+00
ENST00000424093	ENSG00000184012	TMPRSS2	-	chr21:43104409-43104949	-224391	H3k27ac	-	5.482e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:35898944-35899484	-218650	H3k27ac	+	5.486e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44761225-44761652	-415470	H3k27ac	-	5.486e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:33829737-33830277	269972	H3k27ac	+	5.512e-01	1.000e+00
ENST00000522931	ENSG00000160255	ITGB2	-	chr21:46739402-46739942	-405205	H3k27ac	+	5.512e-01	1.000e+00
ENST00000420877	ENSG00000234380	AP000330.8	+	chr21:35898944-35899484	-218570	H3k27ac	+	5.514e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44762737-44763466	432859	H3k27ac	-	5.520e-01	1.000e+00
ENST00000440629	ENSG00000242553	AP001432.14	+	chr21:38936548-38937088	342828	H3k27ac	+	5.523e-01	1.000e+00
ENST00000427746	ENSG00000159267	HLCS	-	chr21:38255994-38256567	105956	H3k27ac	+	5.551e-01	1.000e+00
ENST00000463807	ENSG00000155307	SAMSN1	-	chr21:16250022-16250401	-377096	H3k27ac	-	5.552e-01	1.000e+00
ENST00000463807	ENSG00000155307	SAMSN1	-	chr21:16250309-16250480	-377383	H3k27ac	-	5.552e-01	1.000e+00
ENST00000398585	ENSG00000184012	TMPRSS2	-	chr21:43178564-43179104	-298573	H3k27ac	-	5.565e-01	1.000e+00
ENST00000447535	ENSG00000233056	C21orf105	-	chr21:44752164-44752704	-406409	H3k27ac	-	5.567e-01	1.000e+00
ENST00000424093	ENSG00000184012	TMPRSS2	-	chr21:43178564-43179104	-298546	H3k27ac	-	5.571e-01	1.000e+00
ENST00000431599	ENSG00000159079	C21orf59	-	chr21:33836207-33836567	138979	H3k27ac	-	5.577e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129856	H3k27ac	-	5.595e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130086	H3k27ac	-	5.595e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43050503-43050859	295939	H3k27ac	-	5.631e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44760572-44761004	435321	H3k27ac	-	5.654e-01	1.000e+00
ENST00000400347	ENSG00000182871	COL18A1	+	chr21:46797947-46798487	-26601	H3k27ac	+	5.679e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39630998-39631538	137453	H3k27ac	-	5.680e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39631259-39631799	137714	H3k27ac	-	5.680e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39630998-39631538	137431	H3k27ac	-	5.684e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39631259-39631799	137692	H3k27ac	-	5.684e-01	1.000e+00
ENST00000380637	ENSG00000185437	SH3BGR	+	chr21:40466935-40467475	-350306	H3k27ac	-	5.685e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39630998-39631538	-137545	H3k27ac	-	5.688e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39631259-39631799	-137806	H3k27ac	-	5.688e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39630998-39631538	-137566	H3k27ac	-	5.689e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39631259-39631799	-137827	H3k27ac	-	5.689e-01	1.000e+00
ENST00000330714	ENSG00000183486	MX2	+	chr21:43135734-43136274	401864	H3k27ac	-	5.691e-01	1.000e+00
ENST00000380634	ENSG00000185437	SH3BGR	+	chr21:40466935-40467475	-350316	H3k27ac	-	5.696e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409173	H3k27ac	-	5.697e-01	1.000e+00
ENST00000399103	ENSG00000185808	PIGP	-	chr21:38282033-38282644	162666	H3k27ac	+	5.703e-01	1.000e+00
ENST00000400337	ENSG00000182871	COL18A1	+	chr21:46797947-46798487	-26565	H3k27ac	+	5.715e-01	1.000e+00
ENST00000430792	ENSG00000185808	PIGP	-	chr21:38282895-38283232	162064	H3k27ac	+	5.733e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409170	H3k27ac	-	5.737e-01	1.000e+00
ENST00000522931	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-136442	H3k27ac	-	5.748e-01	1.000e+00
ENST00000522931	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-136672	H3k27ac	-	5.748e-01	1.000e+00
ENST00000534991	ENSG00000256073	C21orf119	+	chr21:33836207-33836567	70768	H3k27ac	+	5.753e-01	1.000e+00
ENST00000399295	ENSG00000205670	FAM165B	+	chr21:36179699-36180239	431796	H3k27ac	-	5.793e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409137	H3k27ac	-	5.796e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409127	H3k27ac	-	5.811e-01	1.000e+00
ENST00000424093	ENSG00000184012	TMPRSS2	-	chr21:43188587-43189127	-308569	H3k27ac	-	5.824e-01	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36208424-36208675	52311	H3k27ac	+	5.835e-01	1.000e+00
ENST00000398585	ENSG00000184012	TMPRSS2	-	chr21:43188587-43189127	-308596	H3k27ac	-	5.837e-01	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44764159-44764667	464405	H3k27ac	-	5.858e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409200	H3k27ac	-	5.861e-01	1.000e+00
ENST00000399205	ENSG00000185917	SETD4	-	chr21:37802299-37802839	-369689	H3k27ac	+	5.868e-01	1.000e+00
ENST00000398585	ENSG00000184012	TMPRSS2	-	chr21:43050503-43050859	-170512	H3k27ac	-	5.874e-01	1.000e+00
ENST00000424093	ENSG00000184012	TMPRSS2	-	chr21:43050503-43050859	-170485	H3k27ac	-	5.880e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129675	H3k27ac	-	5.882e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-129905	H3k27ac	-	5.882e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44897802-44898291	-401829	H3k27ac	+	5.897e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44897802-44898295	-401829	H3k27ac	+	5.897e-01	1.000e+00
ENST00000463674	ENSG00000182240	BACE2	+	chr21:43050503-43050859	436831	H3k27ac	+	5.910e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44751993-44752310	-256030	H3k27ac	+	5.911e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44751993-44752310	-256020	H3k27ac	+	5.919e-01	1.000e+00
ENST00000330714	ENSG00000183486	MX2	+	chr21:43032924-43033464	299054	H3k27ac	-	5.931e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44897802-44898291	-401839	H3k27ac	+	5.931e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44897802-44898295	-401839	H3k27ac	+	5.931e-01	1.000e+00
ENST00000380070	ENSG00000183250	C21orf67	-	chr21:46739402-46739942	-379575	H3k27ac	+	5.941e-01	1.000e+00
ENST00000380708	ENSG00000182093	WRB	+	chr21:40685345-40685885	-73806	H3k27ac	+	5.943e-01	1.000e+00
ENST00000329623	ENSG00000157617	C2CD2	-	chr21:43188587-43189127	157671	H3k27ac	-	5.950e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46470639-46471179	-129870	H3k27ac	-	5.957e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46470869-46471409	-130100	H3k27ac	-	5.957e-01	1.000e+00
ENST00000399103	ENSG00000185808	PIGP	-	chr21:38255994-38256567	188743	H3k27ac	+	5.970e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43104409-43104949	409662	H3k27ac	-	5.975e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:36250861-36251096	132727	H3k27ac	-	5.980e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:39723748-39724288	-453587	H3k27ac	+	5.989e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39664273-39664813	170728	H3k27ac	-	5.989e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39664273-39664813	170706	H3k27ac	-	5.992e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39649444-39650105	220301	H3k27ac	+	6.002e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39649444-39650105	220260	H3k27ac	+	6.002e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39649444-39650105	220239	H3k27ac	+	6.002e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39649444-39650105	220294	H3k27ac	+	6.002e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39649444-39650105	220274	H3k27ac	+	6.002e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44752164-44752704	443621	H3k27ac	-	6.003e-01	1.000e+00
ENST00000399295	ENSG00000205670	FAM165B	+	chr21:36184659-36185199	436756	H3k27ac	+	6.005e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44751993-44752310	-256053	H3k27ac	+	6.012e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45066430-45066634	-218433	H3k27ac	+	6.025e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39630998-39631538	238868	H3k27ac	-	6.030e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39631259-39631799	238607	H3k27ac	-	6.030e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39630998-39631538	238827	H3k27ac	-	6.030e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39631259-39631799	238566	H3k27ac	-	6.030e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39630998-39631538	238806	H3k27ac	-	6.030e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39631259-39631799	238545	H3k27ac	-	6.030e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39630998-39631538	238861	H3k27ac	-	6.030e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39631259-39631799	238600	H3k27ac	-	6.030e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39630998-39631538	238841	H3k27ac	-	6.030e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39631259-39631799	238580	H3k27ac	-	6.030e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409214	H3k27ac	-	6.031e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46470639-46471179	129673	H3k27ac	-	6.034e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46470869-46471409	129903	H3k27ac	-	6.034e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46749983-46750391	409017	H3k27ac	-	6.034e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39664273-39664813	-170820	H3k27ac	-	6.053e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39664273-39664813	-170841	H3k27ac	-	6.053e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16582512-16582944	-456327	H3k27ac	+	6.053e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43178564-43179104	483817	H3k27ac	-	6.056e-01	1.000e+00
ENST00000442559	ENSG00000185917	SETD4	-	chr21:37802299-37802839	-369702	H3k27ac	+	6.062e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16250022-16250401	-123837	H3k27ac	-	6.071e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16250309-16250480	-124124	H3k27ac	-	6.071e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40211470-40212010	-341064	H3k27ac	+	6.090e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40211470-40212010	-341105	H3k27ac	+	6.090e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40211470-40212010	-341126	H3k27ac	+	6.090e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40211470-40212010	-341071	H3k27ac	+	6.090e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40211470-40212010	-341091	H3k27ac	+	6.090e-01	1.000e+00
ENST00000441677	ENSG00000157601	MX1	+	chr21:43178564-43179104	380396	H3k27ac	+	6.092e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16596679-16596983	-470494	H3k27ac	-	6.092e-01	1.000e+00
ENST00000332149	ENSG00000184012	TMPRSS2	-	chr21:43135734-43136274	-255649	H3k27ac	+	6.093e-01	1.000e+00
ENST00000497881	ENSG00000184012	TMPRSS2	-	chr21:43135734-43136274	-255650	H3k27ac	+	6.093e-01	1.000e+00
ENST00000462214	ENSG00000197381	ADARB1	+	chr21:46470639-46471179	-22589	H3k27ac	+	6.107e-01	1.000e+00
ENST00000462214	ENSG00000197381	ADARB1	+	chr21:46470869-46471409	-22359	H3k27ac	+	6.107e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44897802-44898291	-401862	H3k27ac	+	6.151e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44897802-44898295	-401862	H3k27ac	+	6.151e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36250861-36251096	-454598	H3k27ac	-	6.153e-01	1.000e+00
ENST00000543692	ENSG00000183486	MX2	+	chr21:43135734-43136274	393722	H3k27ac	+	6.155e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44860418-44861441	-364478	H3k27ac	-	6.165e-01	1.000e+00
ENST00000430792	ENSG00000185808	PIGP	-	chr21:38282033-38282644	162652	H3k27ac	+	6.174e-01	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:35574169-35574709	324438	H3k27ac	-	6.179e-01	1.000e+00
ENST00000427746	ENSG00000159267	HLCS	-	chr21:38282895-38283232	79291	H3k27ac	-	6.180e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36254015-36254555	-457752	H3k27ac	+	6.180e-01	1.000e+00
ENST00000458295	ENSG00000185437	SH3BGR	+	chr21:40466935-40467475	-350326	H3k27ac	-	6.195e-01	1.000e+00
ENST00000331923	ENSG00000159086	GCFC1	-	chr21:33829737-33830277	313891	H3k27ac	+	6.198e-01	1.000e+00
ENST00000417963	ENSG00000157601	MX1	+	chr21:43178564-43179104	380432	H3k27ac	+	6.231e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44860418-44861441	-364455	H3k27ac	-	6.248e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44860418-44861441	-364445	H3k27ac	-	6.292e-01	1.000e+00
ENST00000381839	ENSG00000159131	GART	-	chr21:34576101-34576641	338525	H3k27ac	-	6.307e-01	1.000e+00
ENST00000381839	ENSG00000159131	GART	-	chr21:34576303-34576843	338323	H3k27ac	-	6.307e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39664273-39664813	205593	H3k27ac	-	6.315e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39664273-39664813	205552	H3k27ac	-	6.315e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39664273-39664813	205531	H3k27ac	-	6.315e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39664273-39664813	205586	H3k27ac	-	6.315e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39664273-39664813	205566	H3k27ac	-	6.315e-01	1.000e+00
ENST00000440664	ENSG00000232560	C21orf37	+	chr21:18375468-18376008	-435200	H3k27ac	-	6.320e-01	1.000e+00
ENST00000463138	ENSG00000184012	TMPRSS2	-	chr21:43097873-43098173	-217833	H3k27ac	-	6.328e-01	1.000e+00
ENST00000420877	ENSG00000234380	AP000330.8	+	chr21:36250861-36251096	132807	H3k27ac	-	6.331e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43050503-43050859	355756	H3k27ac	-	6.334e-01	1.000e+00
ENST00000290130	ENSG00000159055	MIS18A	-	chr21:34144081-34144621	-492702	H3k27ac	-	6.354e-01	1.000e+00
ENST00000290130	ENSG00000159055	MIS18A	-	chr21:33805254-33805794	-153875	H3k27ac	-	6.360e-01	1.000e+00
ENST00000455164	ENSG00000157601	MX1	+	chr21:43178564-43179104	380461	H3k27ac	+	6.360e-01	1.000e+00
ENST00000539894	ENSG00000243646	IL10RB	+	chr21:34659330-34659870	20566	H3k27ac	-	6.365e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46797947-46798487	89970	H3k27ac	+	6.366e-01	1.000e+00
ENST00000424365	ENSG00000157601	MX1	+	chr21:43178564-43179104	380459	H3k27ac	+	6.368e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:35574169-35574709	324551	H3k27ac	+	6.369e-01	1.000e+00
ENST00000336648	ENSG00000159267	HLCS	-	chr21:38282895-38283232	79303	H3k27ac	-	6.376e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:36179699-36180239	-280439	H3k27ac	+	6.379e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46797947-46798487	89980	H3k27ac	+	6.395e-01	1.000e+00
ENST00000494252	ENSG00000183486	MX2	+	chr21:43098486-43098869	364532	H3k27ac	-	6.396e-01	1.000e+00
ENST00000466787	ENSG00000182093	WRB	+	chr21:40685345-40685885	-73832	H3k27ac	+	6.404e-01	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16596679-16596983	-159359	H3k27ac	+	6.405e-01	1.000e+00
ENST00000494252	ENSG00000183486	MX2	+	chr21:43135734-43136274	401780	H3k27ac	-	6.414e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46749983-46750391	-409019	H3k27ac	-	6.418e-01	1.000e+00
ENST00000399103	ENSG00000185808	PIGP	-	chr21:38230667-38230968	214342	H3k27ac	+	6.421e-01	1.000e+00
ENST00000400337	ENSG00000182871	COL18A1	+	chr21:46739402-46739942	-85110	H3k27ac	+	6.429e-01	1.000e+00
ENST00000400347	ENSG00000182871	COL18A1	+	chr21:46739402-46739942	-85146	H3k27ac	+	6.441e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44753164-44753648	442677	H3k27ac	+	6.446e-01	1.000e+00
ENST00000436410	ENSG00000183486	MX2	+	chr21:43098486-43098869	364560	H3k27ac	-	6.446e-01	1.000e+00
ENST00000435611	ENSG00000183486	MX2	+	chr21:43098486-43098869	364552	H3k27ac	-	6.455e-01	1.000e+00
ENST00000436410	ENSG00000183486	MX2	+	chr21:43135734-43136274	401808	H3k27ac	-	6.460e-01	1.000e+00
ENST00000435611	ENSG00000183486	MX2	+	chr21:43135734-43136274	401800	H3k27ac	-	6.469e-01	1.000e+00
ENST00000400564	ENSG00000155307	SAMSN1	-	chr21:16250022-16250401	-331361	H3k27ac	-	6.491e-01	1.000e+00
ENST00000400564	ENSG00000155307	SAMSN1	-	chr21:16250309-16250480	-331648	H3k27ac	-	6.491e-01	1.000e+00
ENST00000400566	ENSG00000155307	SAMSN1	-	chr21:16250022-16250401	-331359	H3k27ac	-	6.491e-01	1.000e+00
ENST00000400566	ENSG00000155307	SAMSN1	-	chr21:16250309-16250480	-331646	H3k27ac	-	6.491e-01	1.000e+00
ENST00000493640	ENSG00000155307	SAMSN1	-	chr21:16250022-16250401	-331389	H3k27ac	-	6.503e-01	1.000e+00
ENST00000493640	ENSG00000155307	SAMSN1	-	chr21:16250309-16250480	-331676	H3k27ac	-	6.503e-01	1.000e+00
ENST00000465326	ENSG00000182240	BACE2	+	chr21:43050503-43050859	441948	H3k27ac	+	6.536e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44866101-44866528	-418539	H3k27ac	+	6.554e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44866101-44866545	-418522	H3k27ac	+	6.554e-01	1.000e+00
ENST00000398598	ENSG00000157601	MX1	+	chr21:43178564-43179104	380470	H3k27ac	+	6.564e-01	1.000e+00
ENST00000427746	ENSG00000159267	HLCS	-	chr21:38282033-38282644	79879	H3k27ac	-	6.564e-01	1.000e+00
ENST00000381831	ENSG00000159131	GART	-	chr21:34576101-34576641	338506	H3k27ac	-	6.585e-01	1.000e+00
ENST00000381831	ENSG00000159131	GART	-	chr21:34576303-34576843	338304	H3k27ac	-	6.585e-01	1.000e+00
ENST00000398457	ENSG00000160179	ABCG1	+	chr21:43135734-43136274	-483525	H3k27ac	+	6.598e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44917911-44918451	-421938	H3k27ac	+	6.618e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44917911-44918451	-421948	H3k27ac	+	6.650e-01	1.000e+00
ENST00000381947	ENSG00000177692	DNAJC28	-	chr21:35133808-35134348	-269782	H3k27ac	-	6.655e-01	1.000e+00
ENST00000493640	ENSG00000155307	SAMSN1	-	chr21:16251252-16251792	-332619	H3k27ac	-	6.658e-01	1.000e+00
ENST00000455253	ENSG00000232884	AF127936.3	-	chr21:16512776-16513316	-386591	H3k27ac	-	6.686e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:38255994-38256567	-340842	H3k27ac	-	6.705e-01	1.000e+00
ENST00000300305	ENSG00000159216	RUNX1	-	chr21:36208424-36208675	212965	H3k27ac	-	6.710e-01	1.000e+00
ENST00000380634	ENSG00000185437	SH3BGR	+	chr21:40685345-40685885	-131906	H3k27ac	-	6.714e-01	1.000e+00
ENST00000400564	ENSG00000155307	SAMSN1	-	chr21:16251252-16251792	-332591	H3k27ac	-	6.731e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44753164-44753648	-257191	H3k27ac	+	6.735e-01	1.000e+00
ENST00000400566	ENSG00000155307	SAMSN1	-	chr21:16251252-16251792	-332589	H3k27ac	-	6.751e-01	1.000e+00
ENST00000462214	ENSG00000197381	ADARB1	+	chr21:46749983-46750391	256215	H3k27ac	+	6.751e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44753164-44753648	-257201	H3k27ac	+	6.763e-01	1.000e+00
ENST00000336648	ENSG00000159267	HLCS	-	chr21:38282033-38282644	79891	H3k27ac	-	6.767e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44917911-44918451	-421971	H3k27ac	+	6.818e-01	1.000e+00
ENST00000438059	ENSG00000159131	GART	-	chr21:34576101-34576641	338484	H3k27ac	-	6.839e-01	1.000e+00
ENST00000438059	ENSG00000159131	GART	-	chr21:34576303-34576843	338282	H3k27ac	-	6.839e-01	1.000e+00
ENST00000380637	ENSG00000185437	SH3BGR	+	chr21:40685345-40685885	-131896	H3k27ac	-	6.843e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45132032-45132841	-152226	H3k27ac	-	6.868e-01	1.000e+00
ENST00000463138	ENSG00000184012	TMPRSS2	-	chr21:43135734-43136274	-255694	H3k27ac	+	6.874e-01	1.000e+00
ENST00000330714	ENSG00000183486	MX2	+	chr21:43097873-43098173	364003	H3k27ac	-	6.899e-01	1.000e+00
